,id,rate_unemployment,percent_college,percent_married,median_income,percent_lunch,year,state,zip_code,school_type,school_level,average_act
3390,292295001313,0.21058220239213962,-1.1631097807534743,0.5692203646705205,-1.0010832080930359,0.4188967725324261,2016-2017,MO,65717,Regular School,High,17.2
2681,260569004202,0.5227694613060411,0.02705732245949779,0.7340052760245787,-0.5096734146265895,0.23502026442188265,2016-2017,MI,49817,Regular School,Other,17.9
4126,360009705555,1.617014925924152,-1.0034386329356246,-0.8355906145842432,-0.4249075083705933,2.414065285122634,2016-2017,NY,11237,Regular School,High,14.5604395604396
4136,360009805829,-0.6497782888293089,-0.8086580115815105,1.7318933188001606,-0.516937877699459,0.9754798865790668,2016-2017,NY,11101,Regular School,High,18.2234432234432
1592,180432000736,-0.268502057097799,-0.8696678000223904,-1.267892245576746,-0.8794553406444223,1.6675324763122812,2016-2017,IN,46320,Regular School,High,16.2210012210012
2894,261917005599,-0.7488904775209181,0.13900893295784936,0.691545875776408,0.042218222823689554,0.1835782100918163,2016-2017,MI,49749,Regular School,Other,20.0
7852,551269001670,-0.6721505875196637,-0.5514764328440169,0.718282222751104,0.24350611676851117,-0.9651845684739444,2016-2017,WI,54230,Regular School,High,23.4
1678,180825001414,-1.0397479548718456,1.062039009842714,0.8317431623804893,0.9978894734728303,-1.3636906614902184,2016-2017,IN,46818,Regular School,High,23.1172161172161
3940,360007800687,-0.04269303774742473,0.38164692046383275,-0.9931708045979887,-0.14300482992570085,2.420844935101089,2016-2017,NY,10026,Regular School,Other,16.025641025641
3854,341686000888,-0.4489468468992211,1.768541868827752,1.3715051035206147,2.70960452952866,-1.7094842683220737,2016-2017,NJ,7463,Regular School,High,21.959706959707
7634,550309000344,-0.6917650490923446,-0.1355089148816902,-0.6098094028004095,-0.24661682895359832,-0.044415779097958276,2016-2017,WI,54829,Regular School,High,21.1
5063,390467802653,-0.671329683949157,-0.7166453624171241,0.3252715678284704,-0.18136119495045136,-0.6812957978584965,2016-2017,OH,44846,Regular School,High,23.0
1770,181173001875,-0.18940385793822817,-0.3415747977973901,0.739672481970622,-0.4660036137542546,0.0035521895062587405,2016-2017,IN,47358,Regular School,High,20.1184371184371
7357,530270003222,-0.9567344488576943,1.594940658284118,0.9139496117206516,2.625668847623849,-0.778084775381668,2016-2017,WA,98607,Regular School,High,22.2527472527473
643,130204000905,0.19682220065325745,-1.0947356186653447,-0.41580388002767593,-1.0045701503680133,0.7150650854950888,2016-2017,GA,30471,Regular School,Other,17.8083028083028
4727,390436300185,-0.499655877700503,0.9902237878382383,-0.7173380932026152,-1.308100173161277,-0.6811006085811953,2016-2017,OH,43402,Regular School,High,23.0
3250,291080000366,-0.7749393490422066,-0.0229808076759994,0.9396162525926155,-0.32345409265577707,-0.4256836275786532,2016-2017,MO,64840,Regular School,High,20.6
1329,173283003400,-0.047973460529590076,0.3328406439817993,-0.27562926020823236,-0.06409200534555941,-0.16295844146071028,2016-2017,IL,61277,Regular School,High,18.9
